Ca_59Chr01	300000	320000	Ca_59Chr01	560000	580000	2.107621529046422e-11
Ca_59Chr01	460000	480000	Ca_59Chr01	5420000	5440000	5.995543310131701e-06
Ca_59Chr01	960000	970000	Ca_59Chr01	1010000	1020000	3.706038677030155e-09
Ca_59Chr01	1380000	1395000	Ca_59Chr01	1530000	1545000	4.005320689864254e-22
Ca_59Chr01	1640000	1660000	Ca_59Chr01	1740000	1760000	7.220699001692963e-10
Ca_59Chr01	1710000	1725000	Ca_59Chr01	1725000	1740000	0.0008195411635033437
Ca_59Chr01	1970000	1980000	Ca_59Chr01	2000000	2010000	7.022504778771626e-05
Ca_59Chr01	2180000	2200000	Ca_59Chr01	2260000	2280000	0.006323265121584508
Ca_59Chr01	2420000	2440000	Ca_59Chr01	4920000	4940000	0.03384893618931551
Ca_59Chr01	3120000	3135000	Ca_59Chr01	3195000	3210000	1.050581571390018e-08
Ca_59Chr01	3810000	3820000	Ca_59Chr01	3890000	3900000	1.1112445401112506e-06
Ca_59Chr01	3890000	3900000	Ca_59Chr01	4010000	4020000	1.0157719972609273e-07
Ca_59Chr01	4050000	4065000	Ca_59Chr01	4095000	4110000	0.001141456768976988
Ca_59Chr01	4100000	4110000	Ca_59Chr01	4190000	4200000	2.2971951702606862e-15
Ca_59Chr01	5340000	5355000	Ca_59Chr01	5475000	5490000	2.347412112842323e-09
Ca_59Chr01	5760000	5775000	Ca_59Chr01	5805000	5820000	7.077688592822557e-07
Ca_59Chr01	6130000	6140000	Ca_59Chr01	6210000	6220000	1.5890094497547833e-05
Ca_59Chr01	6315000	6330000	Ca_59Chr01	6390000	6405000	2.559840742983649e-06
Ca_59Chr01	6890000	6900000	Ca_59Chr01	6940000	6950000	4.013362324388443e-08
Ca_59Chr01	7080000	7100000	Ca_59Chr01	7140000	7160000	0.0013058394965732108
Ca_59Chr01	7185000	7200000	Ca_59Chr01	7260000	7275000	8.81721581799731e-06
Ca_59Chr01	7900000	7910000	Ca_59Chr01	7950000	7960000	4.59166775435599e-08
Ca_59Chr01	8310000	8325000	Ca_59Chr01	8385000	8400000	5.353338857829458e-08
Ca_59Chr01	8480000	8500000	Ca_59Chr01	8580000	8600000	5.967505255986721e-07
Ca_59Chr01	8535000	8550000	Ca_59Chr01	8580000	8595000	1.5794951279637432e-06
Ca_59Chr01	8810000	8820000	Ca_59Chr01	8840000	8850000	1.3540858414751921e-06
Ca_59Chr01	8940000	8960000	Ca_59Chr01	9040000	9060000	6.955773449420079e-06
Ca_59Chr01	9120000	9130000	Ca_59Chr01	9160000	9170000	7.105738452842795e-07
Ca_59Chr01	9345000	9360000	Ca_59Chr01	9390000	9405000	0.00028040053438667227
Ca_59Chr01	9630000	9640000	Ca_59Chr01	9680000	9690000	1.448880732929002e-07
Ca_59Chr01	9920000	9940000	Ca_59Chr01	9980000	10000000	2.7331900358081266e-07
Ca_59Chr01	9990000	10005000	Ca_59Chr01	10020000	10035000	0.007980121157938587
Ca_59Chr01	10480000	10500000	Ca_59Chr01	13100000	13120000	0.0008150098121772215
Ca_59Chr01	10480000	10490000	Ca_59Chr01	10550000	10560000	9.153142329250736e-10
Ca_59Chr01	10560000	10580000	Ca_59Chr01	10700000	10720000	1.628353364164196e-07
Ca_59Chr01	10600000	10610000	Ca_59Chr01	10910000	10920000	0.000299799391843321
Ca_59Chr01	10830000	10845000	Ca_59Chr01	10920000	10935000	4.43726487322056e-15
Ca_59Chr01	11265000	11280000	Ca_59Chr01	11355000	11370000	2.2686075127340966e-16
Ca_59Chr01	11460000	11480000	Ca_59Chr01	11680000	11700000	1.2226512128838736e-15
Ca_59Chr01	12350000	12360000	Ca_59Chr01	12400000	12410000	5.9489784439995456e-08
Ca_59Chr01	12600000	12620000	Ca_59Chr01	12660000	12680000	0.01051603455359575
Ca_59Chr01	12980000	13000000	Ca_59Chr01	13060000	13080000	1.9113504370992607e-09
Ca_59Chr01	13410000	13425000	Ca_59Chr01	13485000	13500000	0.00010568623110895518
Ca_59Chr01	13640000	13660000	Ca_59Chr01	13740000	13760000	9.895628435840994e-14
Ca_59Chr01	13960000	13980000	Ca_59Chr01	14020000	14040000	1.6112731387972058e-05
Ca_59Chr01	14250000	14260000	Ca_59Chr01	14340000	14350000	6.602198034896472e-09
Ca_59Chr01	14370000	14380000	Ca_59Chr01	14700000	14710000	2.504949258108486e-16
Ca_59Chr01	14550000	14565000	Ca_59Chr01	14700000	14715000	2.1593878788838792e-13
Ca_59Chr01	14820000	14830000	Ca_59Chr01	14920000	14930000	3.794880473266349e-17
Ca_59Chr01	15180000	15195000	Ca_59Chr01	15375000	15390000	3.557739166195318e-06
Ca_59Chr01	15660000	15680000	Ca_59Chr01	15720000	15740000	0.0022259604300834
Ca_59Chr01	16060000	16070000	Ca_59Chr01	16110000	16120000	7.874775994571752e-13
Ca_59Chr01	16220000	16230000	Ca_59Chr01	16330000	16340000	1.4462290974218192e-10
Ca_59Chr01	16510000	16520000	Ca_59Chr01	16570000	16580000	0.002745362954865136
Ca_59Chr01	16840000	16860000	Ca_59Chr01	16940000	16960000	3.1298347329636824e-05
Ca_59Chr01	17060000	17080000	Ca_59Chr01	17320000	17340000	1.6323426100426116e-08
Ca_59Chr01	17325000	17340000	Ca_59Chr01	17475000	17490000	4.906769036040803e-07
Ca_59Chr01	17330000	17340000	Ca_59Chr01	17410000	17420000	2.0741787187115556e-14
Ca_59Chr01	17490000	17505000	Ca_59Chr01	17595000	17610000	6.3971170169694245e-12
Ca_59Chr01	17680000	17700000	Ca_59Chr01	17740000	17760000	0.02719490679392195
Ca_59Chr01	17840000	17850000	Ca_59Chr01	17890000	17900000	3.087942978992184e-05
Ca_59Chr01	18230000	18240000	Ca_59Chr01	18340000	18350000	1.8987472221587013e-07
Ca_59Chr01	18240000	18255000	Ca_59Chr01	18390000	18405000	1.0656350814736948e-17
Ca_59Chr01	18480000	18490000	Ca_59Chr01	18560000	18570000	3.237209528673728e-09
Ca_59Chr01	18650000	18660000	Ca_59Chr01	18710000	18720000	1.6225161771937895e-05
Ca_59Chr01	18740000	18750000	Ca_59Chr01	18820000	18830000	9.359158418956852e-07
Ca_59Chr01	19200000	19210000	Ca_59Chr01	20880000	20890000	0.00010435932252679628
Ca_59Chr01	19260000	19280000	Ca_59Chr01	19380000	19400000	5.618732133846105e-13
Ca_59Chr01	19530000	19545000	Ca_59Chr01	19755000	19770000	9.42295774609437e-19
Ca_59Chr01	19540000	19560000	Ca_59Chr01	19800000	19820000	2.099103662719149e-18
Ca_59Chr01	20400000	20415000	Ca_59Chr01	20565000	20580000	1.618776313902124e-09
Ca_59Chr01	20480000	20500000	Ca_59Chr01	20940000	20960000	0.001710912204535741
Ca_59Chr01	20780000	20800000	Ca_59Chr01	22900000	22920000	0.00012156256838821368
Ca_59Chr01	21000000	21015000	Ca_59Chr01	21135000	21150000	4.9598058847172393e-14
Ca_59Chr01	21220000	21240000	Ca_59Chr01	21360000	21380000	1.2998404336105871e-09
Ca_59Chr01	21380000	21390000	Ca_59Chr01	21460000	21470000	0.004818722118308114
Ca_59Chr01	21460000	21480000	Ca_59Chr01	21580000	21600000	3.237370424342449e-11
Ca_59Chr01	21650000	21660000	Ca_59Chr01	21690000	21700000	0.0003695734356952254
Ca_59Chr01	21810000	21825000	Ca_59Chr01	21855000	21870000	0.0001782204725722241
Ca_59Chr01	22080000	22100000	Ca_59Chr01	22180000	22200000	5.3880819940374836e-08
Ca_59Chr01	22200000	22210000	Ca_59Chr01	22310000	22320000	5.625350804297202e-08
Ca_59Chr01	22400000	22410000	Ca_59Chr01	22510000	22520000	2.32880581796484e-11
Ca_59Chr01	23110000	23120000	Ca_59Chr01	23140000	23150000	0.00014295974836337012
Ca_59Chr01	23355000	23370000	Ca_59Chr01	23550000	23565000	5.2530697060263615e-12
Ca_59Chr01	23600000	23610000	Ca_59Chr01	23630000	23640000	8.15783391739495e-07
Ca_59Chr01	23870000	23880000	Ca_59Chr01	24220000	24230000	8.964346253600365e-07
Ca_59Chr01	24060000	24070000	Ca_59Chr01	24220000	24230000	6.071208925080279e-11
Ca_59Chr01	24250000	24260000	Ca_59Chr01	24340000	24350000	7.986295835173369e-11
Ca_59Chr01	24340000	24360000	Ca_59Chr01	24600000	24620000	1.545688228113251e-12
Ca_59Chr01	24495000	24510000	Ca_59Chr01	24600000	24615000	5.431590400374134e-05
Ca_59Chr01	24620000	24630000	Ca_59Chr01	24750000	24760000	1.1013639725399812e-12
Ca_59Chr01	24760000	24770000	Ca_59Chr01	24880000	24890000	3.2833455734299926e-08
Ca_59Chr01	25030000	25040000	Ca_59Chr01	25120000	25130000	2.0968240231454144e-07
Ca_59Chr01	25230000	25245000	Ca_59Chr01	25485000	25500000	2.1270605893180185e-06
Ca_59Chr01	25400000	25410000	Ca_59Chr01	25510000	25520000	3.2309668263738643e-17
Ca_59Chr01	25880000	25890000	Ca_59Chr01	25990000	26000000	2.380085467422358e-16
Ca_59Chr01	26270000	26280000	Ca_59Chr01	26360000	26370000	8.416494276014116e-06
Ca_59Chr01	26410000	26420000	Ca_59Chr01	26530000	26540000	2.6943263472772997e-07
Ca_59Chr01	26415000	26430000	Ca_59Chr01	26580000	26595000	9.445324226386588e-14
