Ca_59Chr01	210000	225000	Ca_59Chr01	390000	405000	0.00011327342344640137
Ca_59Chr01	450000	465000	Ca_59Chr01	5370000	5385000	5.673650495667154e-09
Ca_59Chr01	1380000	1395000	Ca_59Chr01	1545000	1560000	1.2113386759155516e-19
Ca_59Chr01	2850000	2865000	Ca_59Chr01	2895000	2910000	0.0005592858108810756
Ca_59Chr01	3105000	3120000	Ca_59Chr01	3195000	3210000	1.249210412497688e-10
Ca_59Chr01	4050000	4065000	Ca_59Chr01	4095000	4110000	0.0006628135881597918
Ca_59Chr01	5295000	5310000	Ca_59Chr01	5370000	5385000	1.1740152923316963e-15
Ca_59Chr01	5715000	5730000	Ca_59Chr01	5835000	5850000	1.5732106407230197e-09
Ca_59Chr01	6105000	6120000	Ca_59Chr01	6750000	6765000	3.2903951261721593e-07
Ca_59Chr01	6285000	6300000	Ca_59Chr01	6420000	6435000	1.2039795356191903e-09
Ca_59Chr01	7080000	7095000	Ca_59Chr01	7155000	7170000	6.755286218764816e-05
Ca_59Chr01	7185000	7200000	Ca_59Chr01	7320000	7335000	6.277596217649512e-12
Ca_59Chr01	7740000	7755000	Ca_59Chr01	7755000	7770000	0.00303512584100324
Ca_59Chr01	8280000	8295000	Ca_59Chr01	8400000	8415000	1.0987376007119878e-13
Ca_59Chr01	8790000	8805000	Ca_59Chr01	8865000	8880000	1.9122799632537606e-06
Ca_59Chr01	8925000	8940000	Ca_59Chr01	9045000	9060000	2.0656657172016762e-10
Ca_59Chr01	9600000	9615000	Ca_59Chr01	9705000	9720000	2.447668825831356e-10
Ca_59Chr01	10290000	10305000	Ca_59Chr01	10365000	10380000	1.6034180705770895e-08
Ca_59Chr01	11265000	11280000	Ca_59Chr01	11325000	11340000	2.0101624868819396e-11
Ca_59Chr01	11460000	11475000	Ca_59Chr01	11700000	11715000	9.555975148274352e-14
Ca_59Chr01	11490000	11505000	Ca_59Chr01	12225000	12240000	3.731237986305635e-07
Ca_59Chr01	12345000	12360000	Ca_59Chr01	12405000	12420000	1.9145374141522995e-07
Ca_59Chr01	12990000	13005000	Ca_59Chr01	13065000	13080000	5.168423238411074e-14
Ca_59Chr01	13425000	13440000	Ca_59Chr01	13500000	13515000	0.005531470175772353
Ca_59Chr01	13545000	13560000	Ca_59Chr01	13740000	13755000	5.4741955429401257e-17
Ca_59Chr01	14385000	14400000	Ca_59Chr01	14520000	14535000	1.3310016857645376e-11
Ca_59Chr01	15195000	15210000	Ca_59Chr01	15375000	15390000	9.668232622263839e-15
Ca_59Chr01	16335000	16350000	Ca_59Chr01	16485000	16500000	2.094264646606403e-12
Ca_59Chr01	16830000	16845000	Ca_59Chr01	16950000	16965000	5.046317264407944e-07
Ca_59Chr01	17130000	17145000	Ca_59Chr01	17280000	17295000	6.456973899782204e-10
Ca_59Chr01	17325000	17340000	Ca_59Chr01	17460000	17475000	1.2415605907558798e-08
Ca_59Chr01	17490000	17505000	Ca_59Chr01	17625000	17640000	1.398096747112867e-15
Ca_59Chr01	18120000	18135000	Ca_59Chr01	18180000	18195000	3.652068878729739e-05
Ca_59Chr01	18240000	18255000	Ca_59Chr01	18390000	18405000	7.683734205440392e-23
Ca_59Chr01	18915000	18930000	Ca_59Chr01	19110000	19125000	5.559585792413451e-16
Ca_59Chr01	19545000	19560000	Ca_59Chr01	19725000	19740000	1.4198406823789696e-16
Ca_59Chr01	20370000	20385000	Ca_59Chr01	20580000	20595000	7.077688592822556e-07
Ca_59Chr01	20985000	21000000	Ca_59Chr01	21120000	21135000	3.26489483248981e-15
Ca_59Chr01	21645000	21660000	Ca_59Chr01	21690000	21705000	0.003923690963570644
Ca_59Chr01	22080000	22095000	Ca_59Chr01	22185000	22200000	0.0001409763635693794
Ca_59Chr01	23445000	23460000	Ca_59Chr01	23520000	23535000	1.5426688422190677e-05
Ca_59Chr01	24045000	24060000	Ca_59Chr01	24225000	24240000	5.234865822770002e-10
Ca_59Chr01	24765000	24780000	Ca_59Chr01	24870000	24885000	0.0004974307335647844
Ca_59Chr01	25185000	25200000	Ca_59Chr01	25350000	25365000	8.748309822945408e-23
Ca_59Chr01	25395000	25410000	Ca_59Chr01	25515000	25530000	0.0003958296865541932
Ca_59Chr01	26745000	26760000	Ca_59Chr01	26820000	26835000	1.343715551780269e-05
Ca_59Chr01	27180000	27195000	Ca_59Chr01	27345000	27360000	6.880796840071845e-06
Ca_59Chr01	28470000	28485000	Ca_59Chr01	28605000	28620000	4.940654872792923e-09
Ca_59Chr01	28680000	28695000	Ca_59Chr01	28755000	28770000	4.396811985594772e-08
Ca_59Chr01	28935000	28950000	Ca_59Chr01	29085000	29100000	6.541944331712388e-09
Ca_59Chr01	29400000	29415000	Ca_59Chr01	31080000	31095000	0.004554406492806955
Ca_59Chr01	29865000	29880000	Ca_59Chr01	30075000	30090000	8.85796226301088e-13
