Ca_59Chr01	210000	225000	Ca_59Chr01	390000	405000
Ca_59Chr01	280000	300000	Ca_59Chr01	560000	580000
Ca_59Chr01	300000	325000	Ca_59Chr01	5425000	5450000
Ca_59Chr01	440000	460000	Ca_59Chr01	6640000	6660000
Ca_59Chr01	460000	480000	Ca_59Chr01	5380000	5400000
Ca_59Chr01	460000	480000	Ca_59Chr01	5420000	5440000
Ca_59Chr01	500000	520000	Ca_59Chr01	5320000	5340000
Ca_59Chr01	920000	930000	Ca_59Chr01	1030000	1040000
Ca_59Chr01	1130000	1140000	Ca_59Chr01	1160000	1170000
Ca_59Chr01	1380000	1390000	Ca_59Chr01	1470000	1480000
Ca_59Chr01	1380000	1395000	Ca_59Chr01	1530000	1545000
Ca_59Chr01	1480000	1490000	Ca_59Chr01	1570000	1580000
Ca_59Chr01	1640000	1660000	Ca_59Chr01	1740000	1760000
Ca_59Chr01	1710000	1725000	Ca_59Chr01	1725000	1740000
Ca_59Chr01	1860000	1870000	Ca_59Chr01	1890000	1900000
Ca_59Chr01	1950000	1960000	Ca_59Chr01	2000000	2010000
Ca_59Chr01	2175000	2200000	Ca_59Chr01	2250000	2275000
Ca_59Chr01	2420000	2440000	Ca_59Chr01	4920000	4940000
Ca_59Chr01	2630000	2640000	Ca_59Chr01	2660000	2670000
Ca_59Chr01	2840000	2860000	Ca_59Chr01	2900000	2920000
Ca_59Chr01	3120000	3135000	Ca_59Chr01	3195000	3210000
Ca_59Chr01	3340000	3360000	Ca_59Chr01	5600000	5620000
Ca_59Chr01	3730000	3740000	Ca_59Chr01	3780000	3790000
Ca_59Chr01	3790000	3800000	Ca_59Chr01	3890000	3900000
Ca_59Chr01	3885000	3900000	Ca_59Chr01	3960000	3975000
Ca_59Chr01	3890000	3900000	Ca_59Chr01	4010000	4020000
Ca_59Chr01	4040000	4050000	Ca_59Chr01	4100000	4110000
Ca_59Chr01	4100000	4110000	Ca_59Chr01	4190000	4200000
Ca_59Chr01	4370000	4380000	Ca_59Chr01	4400000	4410000
Ca_59Chr01	4650000	4675000	Ca_59Chr01	8000000	8025000
Ca_59Chr01	5300000	5325000	Ca_59Chr01	5375000	5400000
Ca_59Chr01	5300000	5325000	Ca_59Chr01	6875000	6900000
Ca_59Chr01	5325000	5350000	Ca_59Chr01	6700000	6725000
Ca_59Chr01	5340000	5355000	Ca_59Chr01	5475000	5490000
Ca_59Chr01	5375000	5400000	Ca_59Chr01	6950000	6975000
Ca_59Chr01	5420000	5440000	Ca_59Chr01	6740000	6760000
Ca_59Chr01	5730000	5740000	Ca_59Chr01	5800000	5810000
Ca_59Chr01	5760000	5775000	Ca_59Chr01	5805000	5820000
Ca_59Chr01	6040000	6060000	Ca_59Chr01	6300000	6320000
Ca_59Chr01	6045000	6060000	Ca_59Chr01	6270000	6285000
Ca_59Chr01	6075000	6100000	Ca_59Chr01	6200000	6225000
Ca_59Chr01	6105000	6120000	Ca_59Chr01	6750000	6765000
Ca_59Chr01	6130000	6140000	Ca_59Chr01	6210000	6220000
Ca_59Chr01	6130000	6140000	Ca_59Chr01	6460000	6470000
Ca_59Chr01	6280000	6300000	Ca_59Chr01	6420000	6440000
Ca_59Chr01	6315000	6330000	Ca_59Chr01	6390000	6405000
Ca_59Chr01	6450000	6460000	Ca_59Chr01	6570000	6580000
Ca_59Chr01	6500000	6510000	Ca_59Chr01	6550000	6560000
Ca_59Chr01	6890000	6900000	Ca_59Chr01	6940000	6950000
Ca_59Chr01	6890000	6900000	Ca_59Chr01	7000000	7010000
Ca_59Chr01	7075000	7100000	Ca_59Chr01	7150000	7175000
Ca_59Chr01	7075000	7100000	Ca_59Chr01	10000000	10025000
Ca_59Chr01	7185000	7200000	Ca_59Chr01	7260000	7275000
Ca_59Chr01	7185000	7200000	Ca_59Chr01	7320000	7335000
Ca_59Chr01	7350000	7360000	Ca_59Chr01	7400000	7410000
Ca_59Chr01	7470000	7480000	Ca_59Chr01	7570000	7580000
Ca_59Chr01	7500000	7510000	Ca_59Chr01	7580000	7590000
Ca_59Chr01	7740000	7760000	Ca_59Chr01	7760000	7780000
Ca_59Chr01	7900000	7910000	Ca_59Chr01	7950000	7960000
Ca_59Chr01	8300000	8325000	Ca_59Chr01	8375000	8400000
Ca_59Chr01	8480000	8500000	Ca_59Chr01	8580000	8600000
Ca_59Chr01	8525000	8550000	Ca_59Chr01	9975000	10000000
Ca_59Chr01	8535000	8550000	Ca_59Chr01	8580000	8595000
Ca_59Chr01	8810000	8820000	Ca_59Chr01	8840000	8850000
Ca_59Chr01	8925000	8950000	Ca_59Chr01	9025000	9050000
Ca_59Chr01	9120000	9130000	Ca_59Chr01	9160000	9170000
Ca_59Chr01	9250000	9260000	Ca_59Chr01	9320000	9330000
Ca_59Chr01	9345000	9360000	Ca_59Chr01	9390000	9405000
Ca_59Chr01	9430000	9440000	Ca_59Chr01	9480000	9490000
Ca_59Chr01	9600000	9615000	Ca_59Chr01	9705000	9720000
Ca_59Chr01	9920000	9940000	Ca_59Chr01	9980000	10000000
Ca_59Chr01	9975000	10000000	Ca_59Chr01	10000000	10025000
Ca_59Chr01	10200000	10210000	Ca_59Chr01	10270000	10280000
Ca_59Chr01	10290000	10305000	Ca_59Chr01	10365000	10380000
Ca_59Chr01	10480000	10500000	Ca_59Chr01	13100000	13120000
Ca_59Chr01	10485000	10500000	Ca_59Chr01	12795000	12810000
Ca_59Chr01	10490000	10500000	Ca_59Chr01	10540000	10550000
Ca_59Chr01	10560000	10580000	Ca_59Chr01	10700000	10720000
Ca_59Chr01	10575000	10600000	Ca_59Chr01	10650000	10675000
Ca_59Chr01	10600000	10610000	Ca_59Chr01	10910000	10920000
Ca_59Chr01	10620000	10630000	Ca_59Chr01	10690000	10700000
Ca_59Chr01	10775000	10800000	Ca_59Chr01	10950000	10975000
Ca_59Chr01	10830000	10845000	Ca_59Chr01	10920000	10935000
Ca_59Chr01	11000000	11010000	Ca_59Chr01	11040000	11050000
Ca_59Chr01	11265000	11280000	Ca_59Chr01	11325000	11340000
Ca_59Chr01	11265000	11280000	Ca_59Chr01	11355000	11370000
Ca_59Chr01	11450000	11475000	Ca_59Chr01	11675000	11700000
Ca_59Chr01	11460000	11475000	Ca_59Chr01	12315000	12330000
Ca_59Chr01	11480000	11500000	Ca_59Chr01	11620000	11640000
Ca_59Chr01	11490000	11505000	Ca_59Chr01	11700000	11715000
Ca_59Chr01	11490000	11505000	Ca_59Chr01	12225000	12240000
Ca_59Chr01	11560000	11570000	Ca_59Chr01	12250000	12260000
Ca_59Chr01	11800000	11820000	Ca_59Chr01	12220000	12240000
Ca_59Chr01	11800000	11825000	Ca_59Chr01	12250000	12275000
Ca_59Chr01	12350000	12360000	Ca_59Chr01	12400000	12410000
Ca_59Chr01	12600000	12625000	Ca_59Chr01	12650000	12675000
Ca_59Chr01	12840000	12860000	Ca_59Chr01	16100000	16120000
Ca_59Chr01	12980000	13000000	Ca_59Chr01	13060000	13080000
Ca_59Chr01	13310000	13320000	Ca_59Chr01	13380000	13390000
Ca_59Chr01	13380000	13390000	Ca_59Chr01	13750000	13760000
Ca_59Chr01	13420000	13440000	Ca_59Chr01	13500000	13520000
Ca_59Chr01	13540000	13560000	Ca_59Chr01	13740000	13760000
Ca_59Chr01	13650000	13675000	Ca_59Chr01	13725000	13750000
Ca_59Chr01	14060000	14070000	Ca_59Chr01	14150000	14160000
Ca_59Chr01	14200000	14210000	Ca_59Chr01	14260000	14270000
Ca_59Chr01	14250000	14260000	Ca_59Chr01	14340000	14350000
Ca_59Chr01	14330000	14340000	Ca_59Chr01	14380000	14390000
Ca_59Chr01	14370000	14380000	Ca_59Chr01	14700000	14710000
Ca_59Chr01	14385000	14400000	Ca_59Chr01	14520000	14535000
Ca_59Chr01	14550000	14565000	Ca_59Chr01	14700000	14715000
Ca_59Chr01	14810000	14820000	Ca_59Chr01	14920000	14930000
Ca_59Chr01	15010000	15020000	Ca_59Chr01	15080000	15090000
Ca_59Chr01	15015000	15030000	Ca_59Chr01	15120000	15135000
Ca_59Chr01	15015000	15030000	Ca_59Chr01	16350000	16365000
Ca_59Chr01	15050000	15060000	Ca_59Chr01	15120000	15130000
Ca_59Chr01	15180000	15200000	Ca_59Chr01	15380000	15400000
Ca_59Chr01	15390000	15400000	Ca_59Chr01	15460000	15470000
Ca_59Chr01	15600000	15625000	Ca_59Chr01	15775000	15800000
Ca_59Chr01	15650000	15675000	Ca_59Chr01	15700000	15725000
Ca_59Chr01	15870000	15880000	Ca_59Chr01	15990000	16000000
Ca_59Chr01	16050000	16060000	Ca_59Chr01	16140000	16150000
Ca_59Chr01	16060000	16070000	Ca_59Chr01	16110000	16120000
Ca_59Chr01	16220000	16230000	Ca_59Chr01	16330000	16340000
Ca_59Chr01	16325000	16350000	Ca_59Chr01	16500000	16525000
Ca_59Chr01	16510000	16520000	Ca_59Chr01	16550000	16560000
Ca_59Chr01	16720000	16740000	Ca_59Chr01	16820000	16840000
Ca_59Chr01	16840000	16860000	Ca_59Chr01	16940000	16960000
Ca_59Chr01	16995000	17010000	Ca_59Chr01	17085000	17100000
Ca_59Chr01	17060000	17080000	Ca_59Chr01	17320000	17340000
Ca_59Chr01	17130000	17145000	Ca_59Chr01	17280000	17295000
Ca_59Chr01	17145000	17160000	Ca_59Chr01	17250000	17265000
Ca_59Chr01	17325000	17340000	Ca_59Chr01	17445000	17460000
Ca_59Chr01	17330000	17340000	Ca_59Chr01	17410000	17420000
Ca_59Chr01	17490000	17505000	Ca_59Chr01	17565000	17580000
Ca_59Chr01	17490000	17505000	Ca_59Chr01	17595000	17610000
Ca_59Chr01	17490000	17505000	Ca_59Chr01	17625000	17640000
Ca_59Chr01	17685000	17700000	Ca_59Chr01	17730000	17745000
Ca_59Chr01	17840000	17850000	Ca_59Chr01	17890000	17900000
Ca_59Chr01	18130000	18140000	Ca_59Chr01	18160000	18170000
Ca_59Chr01	18230000	18240000	Ca_59Chr01	18340000	18350000
Ca_59Chr01	18310000	18320000	Ca_59Chr01	19410000	19420000
Ca_59Chr01	18490000	18500000	Ca_59Chr01	18580000	18590000
Ca_59Chr01	18600000	18610000	Ca_59Chr01	18710000	18720000
Ca_59Chr01	18650000	18660000	Ca_59Chr01	18710000	18720000
Ca_59Chr01	18875000	18900000	Ca_59Chr01	19125000	19150000
Ca_59Chr01	19160000	19170000	Ca_59Chr01	19270000	19280000
Ca_59Chr01	19200000	19210000	Ca_59Chr01	20880000	20890000
Ca_59Chr01	19260000	19280000	Ca_59Chr01	19380000	19400000
Ca_59Chr01	19460000	19470000	Ca_59Chr01	19540000	19550000
Ca_59Chr01	19520000	19540000	Ca_59Chr01	19740000	19760000
Ca_59Chr01	19540000	19550000	Ca_59Chr01	19620000	19630000
Ca_59Chr01	19540000	19550000	Ca_59Chr01	19700000	19710000
